item_info.item_id,item_info.name,item_info.currently_tradeable,latest_market_data.date,latest_market_data.price,latest_market_data.sb_price,latest_market_data.volume,latest_market_data,Discord_SB_Price,Discord_Gold_Price,Marketplace_Gold_Price,Difference in Marketplace - Discord (Gold),Difference in Marketplace - Discord (SB),Better to buy from Discord?
593,Muridae Gift Basket,True,2023-07-27,10495000.0,705.309139784,1.0,,,,10495000.0,,,
594,Muridae Mega Kit,True,,,,,,,,,,,
595,Muridae Supply Kit,True,2022-05-21,10000000.0,614.363826257,1.0,,,,10000000.0,,,
619,Lucky Hunting Kit,True,2023-05-01,4600000.0,321.745820801,1.0,,,,4600000.0,,,
620,Novice Starter Kit,False,2022-10-25,2805000.0,162.948762635,2.0,,,,2805000.0,,,
622,Derr Tribal Kit,True,2021-05-07,9900000.0,841.121495327,,,,,9900000.0,,,
623,Elub Tribal Kit,True,2020-09-24,4500000.0,359.884836852,,,,,4500000.0,,,
624,Mega Tribal Kit,True,,,,,,,,,,,
625,Nerg Tribal Kit,True,2021-11-12,8000000.0,575.663812333,,,,,8000000.0,,,
631,Library Gift Basket,True,2021-03-31,25000000.0,2164.314777941,,,,,25000000.0,,,
634,Library Supply Kit,True,,,,,,,,,,,
682,Mining Charm,True,2023-11-20,260.0,0.017116524,62.0,,,,260.0,,,
683,Extremely Enraged RhinoBot Skin,True,2023-11-08,9350000.0,600.398124959,1.0,,,,9350000.0,,,
684,Jet-Black ACRONYM Skin,True,2023-10-31,5900000.0,370.300633904,1.0,,,,5900000.0,,,
685,Larry's First Move Skin,True,2023-11-07,7000000.0,458.98629598,1.0,,,,7000000.0,,,
687,2011 Pumpkin Treat Basket,True,2023-11-20,94331.0,6.210072416,11.0,,,,94331.0,,,
689,Jumbo Halloween Goodie Bag,True,,,,,,,,,,,
700,Dreaded Charm,True,2023-11-20,4342.0,0.285845951,179.0,,,,4342.0,,,
701,Spooky Charm,True,2023-11-20,1719.0,0.113166556,224.0,,,,1719.0,,,
702,Costumed Ambush Skin,True,2023-11-16,300000.0,19.815059445,1.0,,,,300000.0,,,
703,Count Sentinel Skin,True,2023-11-18,2750.0,0.180020947,1.0,,,,2750.0,,,
704,Zugzwang's Night-Mare Skin,True,2023-11-19,88888.0,5.820324777,1.0,,,,88888.0,,,
705,2011 Spooky Supply Kit,True,2023-09-19,32999998.0,1921.061706834,1.0,,,,32999998.0,,,
723,Feta Gift Basket,True,2022-06-10,53000000.0,3707.84944732,1.0,,,,53000000.0,,,
731,Winter Survival Kit,True,2020-11-23,19999999.0,1562.133796766,,,,,19999999.0,,,
755,Winter Charm,True,2023-11-17,86984.0,5.610423116,1983.0,,,,86984.0,,,
756,Festive Box Trap Skin,True,2023-11-16,215999.0,14.26677675,1.0,,,,215999.0,,,
757,Digby DecroBot Skin,True,2023-11-10,75000.0,4.808617041,1.0,,,,75000.0,,,
758,Winter Oasis Trap Skin,True,2023-11-09,275000.0,17.882689556,1.0,,,,275000.0,,,
765,Festive Tournament Supply Kit,True,2021-08-06,38200000.0,3330.427201394,,,,,38200000.0,,,
775,Tournament Supply Kit,True,2023-05-30,4750000.0,325.677065478,2.0,,,,4750000.0,,,
788,Dragon Festival Celebration Kit,True,2020-11-13,39999999.0,3152.088179669,,,,,39999999.0,,,
789,Dragon Festival Gift Basket,True,2021-08-28,35250000.0,2812.126047068,,,,,35250000.0,,,
797,Dragonbreath ACRONYM Skin,True,2023-11-17,640000.0,41.279669762,1.0,,,,640000.0,,,
803,Chrome Charm,True,2023-11-20,1679.0,0.110533245,21830.0,,,,1679.0,,,
804,Tarnished Charm,True,2023-11-20,2109.0,0.138841342,1014.0,,,,2109.0,,,
805,&lt3 Gift Basket,True,2022-11-19,12650000.0,756.17191703,2.0,,,,12650000.0,,,
807,Party Giftbox,True,2021-08-27,20202020.0,1682.660336498,,,,,20202020.0,,,
809,Party-in-a-Box,True,2022-01-17,52800000.0,3688.696381165,1.0,,,,52800000.0,,,
832,Spring Gift Basket 2012,True,,,,,,,,,,,
833,Egg Hunting Kit,True,,,,,,,,,,,
852,Marshmallow Gift Basket,True,2023-03-26,80000000.0,5640.555594726,1.0,,,,80000000.0,,,
857,Shoreline Supplies,True,2020-11-12,4150000.0,330.308818847,,,,,4150000.0,,,
858,Slushy Crafting Kit,True,2023-11-20,6968517.0,458.756879526,9.0,,,,6968517.0,,,
880,Drilling Gift Set,True,2023-08-04,5500000.0,349.872773536,1.0,,,,5500000.0,,,
881,Iceberg Invasion Kit,True,,,,,,,,,,,
888,Drill Charge,True,2023-11-20,164393.0,10.822448979,15.0,,,,164393.0,,,
902,Frozen Sealed Bottle,True,2023-11-20,51000.0,3.357472021,1.0,,,,51000.0,,,
904,Athlete's Kit,True,2020-08-30,20570000.0,1680.143755615,,,,,20570000.0,,,
905,Training Gift Basket,True,2023-06-21,9944999.0,664.905997191,2.0,,,,9944999.0,,,
907,Runny Cheese,True,2023-11-20,6000.0,0.394996708,10.0,,,,6000.0,,,
920,Treasure Hunting Kit,True,2023-10-21,26400000.0,1649.690682996,1.0,,,,26400000.0,,,
922,Ancient Amulet,True,2023-11-17,599995.0,38.699367905,1.0,,,,599995.0,,,
926,Rare Map Dust,True,2023-11-20,5908691.0,388.98558262,53.0,,395.0,5400045.0,5908691.0,-691364.0,37.20999999999998,Yessu
929,Ancient Relic Trap Skin,True,2023-11-15,60000.0,3.927215604,1.0,,,,60000.0,,,
947,Candy Corn Ice Maiden Skin,True,2023-11-18,55000.0,3.600418957,1.0,,,,55000.0,,,
948,Horrific Pumpkin Trap Skin,True,2023-11-13,500000.0,32.197823427,1.0,,,,500000.0,,,
949,Lovecraft Shelf Skin,True,2023-11-19,60101.0,3.935371922,1.0,,,,60101.0,,,
950,Springer Skin,True,2023-11-16,4500.0,0.297225891,2.0,,,,4500.0,,,
951,Steam Maw Skin,True,2023-10-21,30000000.0,1874.648503405,1.0,,,,30000000.0,,,
952,The Thing That Ate The Bottomless Grave Skin,True,2023-11-15,60000.0,3.927215604,1.0,,,,60000.0,,,
955,Witch's Brew Trap Skin,True,2023-11-20,13000.0,0.855826201,1.0,,,,13000.0,,,
956,2012 Pumpkin Treat Basket,True,2023-11-04,28439.0,1.84537019,21.0,,,,28439.0,,,
958,Cursed City Charm Pack,True,2023-07-23,30000000.0,2084.925985127,1.0,,,,30000000.0,,,
961,Essence Collector Kit,True,,,,,,,,,,,
964,Living Garden Charm Pack,True,2023-07-13,10000000.0,703.97747272,1.0,,,,10000000.0,,,
965,Lost City Charm Pack,True,2021-05-28,4000000.0,342.289919561,,,,,4000000.0,,,
967,Sand Crypts Charm Pack,True,,,,,,,,,,,
968,Sand Dunes Charm Pack,True,2023-09-13,3600000.0,228.716645489,1.0,,,,3600000.0,,,
969,Twisted Essence Collector Kit,True,2023-08-17,22000000.0,1348.94843338,1.0,,,,22000000.0,,,
970,Twisted Garden Charm Pack,True,,,,,,,,,,,
999,Zugzwang's Leftover Rock,True,2023-11-04,125000000.0,8111.089481539,1.0,,,,125000000.0,,,
1060,New Year's Party Ball,True,2023-01-14,19000000.0,1314.424074714,1.0,,,,19000000.0,,,
1083,Cozy Cruise Gift Basket,True,2021-05-04,50000000.0,4318.908180012,,,,,50000000.0,,,
1084,Cruise Commander Crate,True,2023-03-24,48888888.0,3429.59579095,1.0,,,,48888888.0,,,
1103,Chocolate Covered Reaper's Perch Skin,True,2023-11-19,2998.0,0.196306966,2.0,,,,2998.0,,,
1104,Birthday Party Pack,True,2023-04-08,68000000.0,4826.802952867,1.0,,,,68000000.0,,,
1105,Super MechaParty Box,True,2021-08-27,39000000.0,3248.375812093,,,,,39000000.0,,,
1108,Blue Double Dewdrop Powder,True,2023-11-19,1100.0,0.072027239,1.0,,,,1100.0,,,
1109,Chrome MonstroBot Upgrade Kit,True,2023-11-20,25000000.0,1645.819618169,1.0,,,,25000000.0,,,
